activity_id,assay_id,doc_id,record_id,molregno,standard_relation,standard_value,standard_units,standard_flag,standard_type,activity_comment,data_validity_comment,potential_duplicate,pchembl_value,bao_endpoint,uo_units,qudt_units,toid,upper_value,standard_upper_value,src_id,type,relation,value,units,text_value,standard_text_value
15488560,1495346,51887,1298919,1011539,,22387.2,nM,1,Potency,inconclusive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,22.3872,uM,,
15646770,1504798,92847,2487576,1951923,=,16.8,,0,Ratio IC50,,,0,,BAO_0000179,,,,,,1,Ratio IC50,=,16.8,,,
14753847,1368731,84108,2121366,1763383,=,117000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,117.0,uM,,
16398391,1542672,97507,2737038,2052491,>,256.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,>,256.0,ug ml-1,,
15548090,1495346,51887,1056155,839681,,28183.8,nM,1,Potency,inconclusive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,28.1838,uM,,
14790698,1369384,84174,2136932,589929,=,86.67,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,17,Inhibition,=,86.6703513,%,,
15530027,1495346,51887,1484506,1223530,,2818.4,nM,1,Potency,inactive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,2.8184,uM,,
16348684,1528769,94814,2542756,2000516,>,130000.0,nM,1,IC50,295065,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,37,IC50,>,130000.0,nM,,
15161538,1462477,91017,2280224,1829972,=,41000.0,/M/s,0,Ratio,,,0,,BAO_0000179,,,,,,1,Ratio,=,41000.0,/M/s,,
15729806,1519692,93554,2503528,2197714,=,1.3,,0,FC,,,0,,BAO_0000179,,,,,,1,FC,=,1.3,,,
15135498,1440942,89693,2245678,1818282,=,2900.0,nM,1,IC50,,,0,5.54,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2900.0,nM,,
15527121,1495379,51887,1065284,956183,,39810.7,nM,1,Potency,inactive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,39.8107,uM,,
15090319,1438084,89274,2243175,84584,,,,0,Inhibition,Not Active,,0,,BAO_0000376,,,,,,1,INH,,,,,
15585564,1495346,51887,1267758,898993,,39810.7,nM,1,Potency,inconclusive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,39.8107,uM,,
15110351,1435435,89399,2266420,1788405,=,8100.0,nM,1,IC50,,,0,5.09,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,8.1,uM,,
14970009,1433718,89851,2243810,1817747,=,3200.0,nM,1,Ki,,,0,5.5,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,3.2,uM,,
14694429,1356789,83646,2112505,1626515,=,-13.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,-13.0,%,,
15186247,1465139,91208,2282787,1831982,=,50000.0,nM,1,IC50,,,0,4.3,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,50.0,uM,,
15265216,1478979,39142,2299126,209455,=,2.7,degrees C,0,Thermal melting change,,,0,,BAO_0000179,UO_0000027,http://qudt.org/vocab/unit#DegreeCelsius,,,,1,Thermal melting change,=,2.7,degrees C,,
15410366,1479237,91877,2409184,1868106,=,-7.725,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,33,Inhibition,=,-7.725327078,%,,
15502776,1495346,51887,1197631,937975,,1412.5,nM,1,Potency,inactive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,1.4125,uM,,
15468034,1483779,91983,2468757,1924221,,,,0,Drug metabolism,metabolite_not_detected,,0,,BAO_0000179,,,,,,1,Drug metabolism,,,,,
15201167,1470249,91345,2289435,1837386,,,,0,Activity,Dose-dependent effect,,0,,BAO_0000375,,,,,,1,Activity,,,,,
15594630,1495405,51887,2040287,4775,,11220.2,nM,1,AC50,active,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,AC50,,11.2202,uM,,
15250546,1478259,91790,2296711,1843280,,,,0,Activity,Active,,0,,BAO_0000375,,,,,,1,Activity,,,,,
15170675,1466483,91264,2283487,1832529,=,18.0,%,0,MPE,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,MPE,=,18.0,%,,
15039805,1446580,84075,2269483,1762391,,,,0,LD50,Not Determined,,0,,BAO_0002117,,,,,,1,LD50,,,,,
16420806,1544528,97631,2742306,2056861,,,,0,GI,Not Active,,0,,BAO_0000181,,,,,,1,GI,,,,,
15005589,1449218,90212,2259013,1778969,=,12.0,mm,1,IZ,,,0,,BAO_0003039,UO_0000016,http://qudt.org/vocab/unit#Millimeter,,,,1,DIZ,=,12.0,mm,,
15710866,1514760,93402,2499780,1961991,=,1.36,,0,Ratio Ki,,,0,,BAO_0000179,,,,,,1,Ratio Ki,=,1.36,,,
15769318,1525640,93957,2512066,1347502,=,6.52,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,6.52,%,,
15060188,1452227,90620,2244802,1782422,,,,0,Activity,Non-toxic,,0,,BAO_0000375,,,,,,1,Activity,,,,,
15345207,1479057,91873,2329719,538715,=,4.73,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,32,Inhibition,=,4.73,%,,
15751464,1523465,93717,2508783,282364,>,80000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,80.0,uM,,
15271756,1479012,91867,2300464,1845935,=,39810.72,nM,1,IC50,,,0,4.4,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,29,pIC50,=,4.4,,,
15169284,1465259,91166,2284428,1833234,=,34470.0,nM,1,IC50,,,0,4.46,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,34.47,uM,,
15332096,1479056,91873,2326365,525766,=,5.51,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,32,Inhibition,=,5.51,%,,
14788194,1369395,84174,2136656,584625,=,75.07,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,17,Inhibition,=,75.06820382,%,,
15112977,1456851,90769,2245027,1603325,=,24000.0,nM,1,IC50,,,0,4.62,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,24.0,uM,,
15401872,1479237,91877,2425537,1858510,=,-15.3,%,1,Inhibition,,Outside typical range,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,33,Inhibition,=,-15.30159601,%,,
15380192,1479237,91877,2461272,1877612,=,4.405,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,33,Inhibition,=,4.404686548,%,,
14722447,1363647,83826,2114022,1757350,=,2.9,,1,LogD,,,0,,BAO_0002129,,,,,,1,logD,=,2.9,,,
15029743,1448760,90604,2272049,1786120,,,,0,MIC,Not Active,,0,,BAO_0002146,,,,,,1,MIC,,,,,
16408346,1542090,97449,2737948,2053247,>,20.0,ug.mL-1,1,CC50,,,0,,BAO_0000187,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,CC50,>,20.0,ug ml-1,,
15567023,1495346,51887,1208087,1296297,,22387.2,nM,1,Potency,inactive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,22.3872,uM,,
15356347,1479058,91873,2323795,524627,=,1.18,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,32,Inhibition,=,1.18,%,,
15442452,1479237,91877,2459040,1907927,=,-0.7645,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,33,Inhibition,=,-0.764538655,%,,
15450878,1486791,92034,2469528,1069144,=,273.0,ng.hr.mL-1,1,AUC,,,0,,BAO_0002120,,,,,,1,AUCt,=,273.0,ng.hr/ml,,
15181078,1466787,91284,2285127,1833813,=,891250.94,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pIC50,=,3.05,,,
15007875,1458489,90546,2246727,1789268,=,180.0,nM,1,GI50,,,0,,BAO_0000189,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,GI50,=,0.18,uM,,
16455738,1550707,97873,2747154,2060869,,,,0,IC50,Not Determined,,0,,BAO_0000190,,,,,,1,IC50,,,,,
15086425,1433132,89387,2260137,1821673,=,200.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,200.0,ug ml-1,,
14980453,1444589,89996,2246025,1818521,,,,0,EC50,Not Determined,,0,,BAO_0000188,,,,,,1,EC50,,,,,
15015130,1449323,90309,2267583,1781160,=,5.8,10'-6nanometer/s,0,Papp,,,0,,BAO_0002808,,,,,,1,Papp,=,5.8,10'-6nanometer/s,,
15618259,1499373,92540,2481474,1946950,=,42090.0,nM,1,IC50,,,0,4.38,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,42.09,uM,,
14713464,1366569,83903,2119256,1761683,=,0.063,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.063,ug ml-1,,
15477287,1495346,51887,1254766,886559,,25118.9,nM,1,Potency,inconclusive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,25.1189,uM,,
15672693,1508840,93025,2492031,1955578,=,1584.89,nM,1,IC50,,,0,5.8,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pIC50,=,5.8,,,
15578417,1495346,51887,1055331,781705,,631.0,nM,1,Potency,inconclusive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,0.631,uM,,
14983528,1445067,89932,2252341,1820017,=,28.5,nM,1,IC50,,,0,7.54,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,28.5,nM,,
14702857,1354590,83704,2110250,1754612,=,12.5,,0,pKa,,,0,,BAO_0002131,,,,,,1,pKa,=,12.5,,,
15589052,1495346,51887,1018502,788182,,28183.8,nM,1,Potency,inconclusive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,28.1838,uM,,
15515329,1495346,51887,1009521,983832,,12589.3,nM,1,Potency,inconclusive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,12.5893,uM,,
15208117,1469427,91430,2286831,78759,,,,0,MFC,Not Determined,,0,,BAO_0000179,,,,,,1,MFC,,,,,
15064404,1456681,90583,2261565,1785882,=,50000.0,nM,1,MIC,,,0,,BAO_0002146,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,MIC,=,50.0,uM,,
15775870,1527368,93884,2509786,1970434,=,11.6,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,11.6,%,,
15597309,1495415,51887,2032975,547576,,10000.0,nM,1,AC50,active,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,AC50,,10.0,uM,,
15196371,1467022,91309,2286584,1835028,=,3200.0,nM,1,IC50,,,0,5.5,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.2,uM,,
16413330,1542600,97457,2738383,2053628,=,670000.0,ng.hr.mL-1,1,AUC,,,0,,BAO_0002120,,,,,,1,AUC,=,670.0,ug.hr/ml,,
14926671,1390494,85879,2173193,1796799,=,25.12,nM,1,EC50,,,0,7.6,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pEC50,=,7.6,,,
15678700,1511035,93199,2495656,1958560,=,1.7,L.kg-1,1,Vdss,,,0,,BAO_0003041,UO_0000197,,,,,1,Vdss,=,1.7,L/Kg,,
15688826,1513119,93266,2497730,1960350,=,47.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,INH,=,47.0,%,,
15745189,1519611,93696,2506513,1967551,=,8700.0,nM,1,CC50,,,0,,BAO_0000187,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,CC50,=,8.7,uM,,
14705176,1359632,83554,2112885,1756474,=,7.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,INH,=,7.0,%,,
15117498,1441811,89780,2252108,1819851,,,,0,Activity,Not Active,,0,,BAO_0000375,,,,,,1,Activity,,,,,
15466299,1492974,91958,2470403,365189,=,1.2,,0,FC,,,0,,BAO_0000179,,,,,,1,FC,=,1.2,,,
16347371,1535399,94085,2515192,1356194,=,0.9,nM,1,IC50,216203,,0,9.05,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,37,IC50,=,0.9,nM,,
15701418,1515591,93372,2500444,1962556,=,15.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,15.0,%,,
15542874,1495284,51887,1863248,1535688,=,563.0,nM,1,AC50,active,,0,6.25,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,AC50,=,0.563,uM,,
15525446,1495346,51887,1066091,759363,,31622.8,nM,1,Potency,inconclusive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,31.6228,uM,,
15174669,1465945,91181,2284617,1833375,=,8900.0,nM,1,GI50,,,0,,BAO_0000189,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,GI50,=,8.9,uM,,
15238393,1474291,91662,2294613,1841573,=,616.6,nM,1,GI50,,,0,,BAO_0000189,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pGI50,=,6.21,,,
15609165,1496659,92370,2480734,1946279,,,,0,Inhibition,Not Active,,0,,BAO_0000376,,,,,,1,INH,,,,,
16436895,1549806,97865,2746133,2059966,=,4200.0,nM,1,IC50,,,0,5.38,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,4.2,uM,,
15139651,1434172,89580,2275096,1796417,=,32000.0,nM,1,IC50,,,0,4.5,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,32.0,uM,,
14752421,1368267,84135,2120797,1762986,,,,0,Activity,Non-toxic,,0,,BAO_0000375,,,,,,1,Activity,,,,,
15106143,1443112,89468,2264366,1336434,=,0.5,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.5,ug ml-1,,
15546437,1495284,51887,2476841,1943309,=,1460.0,nM,1,AC50,active,,0,5.84,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,AC50,=,1.46,uM,,
15687321,1511457,93130,2495326,1822203,,,,0,Activity,Not Active,,0,,BAO_0000375,,,,,,1,Activity,,,,,
15082696,1438395,89503,2245435,1795678,=,49.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,INH,=,49.0,%,,
15513926,1495346,51887,1126606,731833,,22387.2,nM,1,Potency,inactive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,22.3872,uM,,
15343862,1479055,91873,2317481,530102,>,12000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,32,IC50,>,12000.0,nM,,
14784479,1369394,84174,2136572,589425,=,58.57,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,17,Inhibition,=,58.57111672,%,,
15669619,1508393,92998,2493092,1956472,,,,0,MIC50,Not Active,,0,,BAO_0003035,,,,,,1,MIC50,,,,,
15165946,1465534,91109,2285398,1834052,=,8.6,,0,pKa,,,0,,BAO_0002131,,,,,,1,pKa,=,8.6,,,
15768062,1525699,93854,2510243,1970776,=,9.79,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,9.79,%,,
15180537,1466176,91193,2284689,1833444,,,,0,Activity,Non-toxic,,0,,BAO_0000375,,,,,,1,Activity,,,,,
15444064,1480508,91894,2468146,29890,=,0.3548,ug.mL-1,1,Cmax,,,0,,BAO_0002119,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,28,Cmax,=,354.76,ng.ml-1,,
15685267,1510130,93183,2494936,1957970,=,8900.0,nM,1,GI50,,,0,,BAO_0000189,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,GI50,=,8.9,uM,,
15468703,1483884,92115,2469672,1924171,<,0.037,ugequiv/g,0,Radiolabel recovery,,,0,,BAO_0000179,,,,,,1,Radiolabel recovery,<,0.037,ugequiv/g,,
15108807,1446376,89199,2243087,1817490,,,,0,Activity,Non-toxic,,0,,BAO_0000375,,,,,,1,Activity,,,,,
15358207,1479057,91873,2327286,524934,=,4.13,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,32,Inhibition,=,4.13,%,,
15109908,1437471,89354,2247351,1461872,=,61.0,nM,1,IC50,,,0,7.21,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,61.0,nM,,
14974287,1444127,89917,2245960,1818465,=,1072.0,,1,LogP,,Outside typical range,0,,BAO_0002130,,,,,,1,logP,=,1072.0,,,
15131940,1454183,90818,2266108,1788582,=,89.83,,0,Ratio CC50/IC50,,,0,,BAO_0000179,,,,,,1,Ratio CC50/IC50,=,89.83,,,
15184761,1465236,91161,2280824,453228,,,,0,Inhibition,Active,,0,,BAO_0000376,,,,,,1,INH,,,,,
15350666,1479056,91873,2327083,526584,=,3.58,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,32,Inhibition,=,3.58,%,,
15158677,1462930,90981,2279572,1169537,,,,0,Activity,Active,,0,,BAO_0000375,,,,,,1,Activity,,,,,
15412896,1479237,91877,2420143,1903888,=,-9.409,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,33,Inhibition,=,-9.408847049,%,,
15029664,1447971,90604,2272034,1786105,,,,0,MIC,Not Active,,0,,BAO_0002146,,,,,,1,MIC,,,,,
15643039,1503938,92764,2486492,1951043,=,0.03,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.03,ug ml-1,,
15375560,1479237,91877,2417591,1865992,=,2.187,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,33,Inhibition,=,2.186625665,%,,
15513967,1495346,51887,1487651,1232857,,39810.7,nM,1,Potency,inconclusive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,39.8107,uM,,
15597033,1495405,51887,2041979,605,,11220.2,nM,1,AC50,active,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,AC50,,11.2202,uM,,
15144028,1462040,90894,2278272,4381,,,,0,Inhibition,Not Active,,0,,BAO_0000376,,,,,,1,INH,,,,,
16446023,1550122,97802,2744247,2058440,=,2.467,hr,1,T1/2,,,0,,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,,,,1,t1/2,=,148.0,min,,
15688039,1513011,93265,2497361,621095,=,95.0,%,1,Stability,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Stability,=,95.0,%,,
15447105,1490786,92016,2468768,1924231,,,,0,Drug metabolism,metabolite_detected,,0,,BAO_0000179,,,,,,1,Drug metabolism,,,,,
14733657,1366365,83757,2114697,1757906,=,1.0,ug.mL-1,1,MIC50,,,0,,BAO_0003035,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC50,=,1.0,ug ml-1,,
16394634,1543275,97424,2736861,2052341,=,1.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,1.0,ug ml-1,,
14735524,1365494,83995,2114974,1758138,>,100000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100.0,uM,,
14728470,1364249,83984,2113810,1757207,=,28.0,%,1,Stability,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Stability,=,28.0,%,,
15060947,1448919,90730,2263835,66928,=,6400.0,nM,1,IC50,,,0,5.19,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,6.4,uM,,
15433571,1479237,91877,2447900,1869586,=,18.15,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,33,Inhibition,=,18.15010674,%,,
16359908,1536904,97165,2727575,2043591,<=,10000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,38,IC50,<=,10.0,uM,,
15105294,1436759,89349,2247290,1790513,=,9390.0,nM,1,IC50,,,0,5.03,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,9.39,uM,,
15517365,1495346,51887,1133222,751568,,12589.3,nM,1,Potency,inactive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,12.5893,uM,,
15254969,1476739,91835,2298734,1844985,=,58.2,uM,0,HD50,,,0,,BAO_0000179,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,HD50,=,58.2,uM,,
16451751,1551722,97896,2748043,2061556,=,12.6,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,INH,=,12.6,%,,
15537584,1495346,51887,987272,797539,,3162.3,nM,1,Potency,inactive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,3.1623,uM,,
15343919,1479056,91873,2323731,542596,=,-0.49,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,32,Inhibition,=,-0.49,%,,
15036216,1451902,90319,2271673,1781204,>,40000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,40.0,uM,,
16447929,1547629,97755,2745591,2337382,=,28500.0,nM,1,IC50,,,0,4.54,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,28.5,uM,,
15685390,1510265,93186,2495075,1958094,>,10000.0,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,10000.0,nM,,
15540948,1495346,51887,1380226,1089690,,3548.1,nM,1,Potency,inconclusive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,3.5481,uM,,
14670505,1347676,83308,2098918,1745654,=,31.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,31.0,%,,
16395758,1541783,97549,2738802,2053945,=,63.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,63.0,%,,
15443989,1480446,91892,2468126,1926908,=,0.624,(ng/mL)/(mg/kg/day),0,Cmax normalised,,,0,,BAO_0000179,,,,,,28,Cmax normalised,=,0.624,(ng/mL)/(mg/kg/day),,
16373522,1537108,97211,2730447,2046324,=,0.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,38,IC50,=,0.0,nM,,
14769654,1369286,84147,2131403,237958,<,3.0,uL.min-1.(10^6cells)-1,1,CL,,,0,,BAO_0002759,,,,,,27,CLint,<,3.0,microL/min/1E6 cells,,
15497484,1495346,51887,1307992,993040,,10000.0,nM,1,Potency,inconclusive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,10.0,uM,,
15361148,1479056,91873,2320437,699618,=,58.45,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,32,Inhibition,=,58.45,%,,
15578990,1495275,51887,2474155,1941695,=,11430.0,nM,1,AC50,active,,0,4.94,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,AC50,=,11.43,uM,,
15521906,1495346,51887,1186654,880346,,22387.2,nM,1,Potency,inactive,,0,,BAO_0000186,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,7,Potency,,22.3872,uM,,
15381944,1479237,91877,2432922,1901926,=,-4.971,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,33,Inhibition,=,-4.971302648,%,,
14721667,1365955,84042,2119426,1761829,=,1280.0,nM,1,IC50,,,0,5.89,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.28,uM,,
15056064,1455693,90576,2259455,1785835,=,12.1,mm,1,IZ,,,0,,BAO_0003039,UO_0000016,http://qudt.org/vocab/unit#Millimeter,,,,1,IZ,=,12.1,mm,,
15192133,1469152,91333,2288635,1836731,=,2140.0,,0,Ratio,,,0,,BAO_0000179,,,,,,1,Ratio,=,2140.0,,,
14788531,1369342,84174,2136558,590038,=,38.31,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,17,Inhibition,=,38.31084827,%,,
15084751,1449856,90791,2255636,1787660,,,,0,GI,Not Active,,0,,BAO_0000181,,,,,,1,GI,,,,,
15684143,1510244,93149,2496164,1958962,>,50000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,50.0,uM,,
16393122,1540289,97349,2735087,2050832,,,,0,Activity,Active,,0,,BAO_0000375,,,,,,1,Activity,,,,,
16362009,1536977,97172,2724395,2040635,=,4600.0,nM,1,Ki,,,0,5.34,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,38,Ki,=,4600.0,nM,,
15232285,1474837,91673,2295122,95382,=,105.0,nM,1,IC50,,,0,6.98,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.105,uM,,
16414237,1543773,97641,2740529,2055479,,,,0,Activity,Non-toxic,,0,,BAO_0000375,,,,,,1,Activity,,,,,
