id,name
0002698,negative regulation of immune effector process
0002699,positive regulation of immune effector process
0002700,regulation of production of molecular mediator of immune response
0002701,negative regulation of production of molecular mediator of immune response
0002702,positive regulation of production of molecular mediator of immune response
0002703,regulation of leukocyte mediated immunity
0002704,negative regulation of leukocyte mediated immunity
0002705,positive regulation of leukocyte mediated immunity
0002706,regulation of lymphocyte mediated immunity
0002707,negative regulation of lymphocyte mediated immunity
0002708,positive regulation of lymphocyte mediated immunity
0002709,regulation of T cell mediated immunity
0002710,negative regulation of T cell mediated immunity
0002711,positive regulation of T cell mediated immunity
0002712,regulation of B cell mediated immunity
0002713,negative regulation of B cell mediated immunity
0002714,positive regulation of B cell mediated immunity
0002715,regulation of natural killer cell mediated immunity
0002716,negative regulation of natural killer cell mediated immunity
0002717,positive regulation of natural killer cell mediated immunity
0002718,regulation of cytokine production involved in immune response
0002719,negative regulation of cytokine production involved in immune response
0002720,positive regulation of cytokine production involved in immune response
0002721,regulation of B cell cytokine production
0002722,negative regulation of B cell cytokine production
0002723,positive regulation of B cell cytokine production
0002724,regulation of T cell cytokine production
0002725,negative regulation of T cell cytokine production
0002726,positive regulation of T cell cytokine production
0002727,regulation of natural killer cell cytokine production
0002728,negative regulation of natural killer cell cytokine production
0002729,positive regulation of natural killer cell cytokine production
0002730,regulation of dendritic cell cytokine production
0002731,negative regulation of dendritic cell cytokine production
0002732,positive regulation of dendritic cell cytokine production
0002733,regulation of myeloid dendritic cell cytokine production
0002734,negative regulation of myeloid dendritic cell cytokine production
0002735,positive regulation of myeloid dendritic cell cytokine production
0002736,regulation of plasmacytoid dendritic cell cytokine production
0002737,negative regulation of plasmacytoid dendritic cell cytokine production
0002738,positive regulation of plasmacytoid dendritic cell cytokine production
0002745,antigen processing and presentation initiated by receptor mediated uptake of antigen
0002746,antigen processing and presentation following pinocytosis
0002747,antigen processing and presentation following phagocytosis
0002748,antigen processing and presentation initiated by pattern recognition receptor mediated uptake of antigen
0002749,antigen processing and presentation initiated by toll-like receptor mediated phagocytosis of antigen
0002750,antigen processing and presentation following macropinocytosis
0002751,antigen processing and presentation following receptor mediated endocytosis
0002752,cell surface pattern recognition receptor signaling pathway
0002753,cytoplasmic pattern recognition receptor signaling pathway
0002754,intracellular endosomal pattern recognition receptor signaling pathway
0002755,MyD88-dependent toll-like receptor signaling pathway
0002756,MyD88-independent toll-like receptor signaling pathway
0002757,immune response-activating signal transduction
0002758,innate immune response-activating signal transduction
0002759,regulation of antimicrobial humoral response
0002760,positive regulation of antimicrobial humoral response
0002761,regulation of myeloid leukocyte differentiation
0002762,negative regulation of myeloid leukocyte differentiation
0002763,positive regulation of myeloid leukocyte differentiation
0002764,immune response-regulating signaling pathway
0002765,immune response-inhibiting signal transduction
0002766,innate immune response-inhibiting signal transduction
0002767,immune response-inhibiting cell surface receptor signaling pathway
0002768,immune response-regulating cell surface receptor signaling pathway
0002769,natural killer cell inhibitory signaling pathway
0002770,T cell inhibitory signaling pathway
0002771,inhibitory killer cell immunoglobulin-like receptor signaling pathway
0002772,inhibitory C-type lectin receptor signaling pathway
0002773,B cell inhibitory signaling pathway
0002774,Fc receptor mediated inhibitory signaling pathway
0002775,antimicrobial peptide production
0002776,antimicrobial peptide secretion
0002777,antimicrobial peptide biosynthetic process
0002778,antibacterial peptide production
0002779,antibacterial peptide secretion
0002780,antibacterial peptide biosynthetic process
0002781,antifungal peptide production
0002782,antifungal peptide secretion
0002783,antifungal peptide biosynthetic process
0002784,regulation of antimicrobial peptide production
0002785,negative regulation of antimicrobial peptide production
0002786,regulation of antibacterial peptide production
0002787,negative regulation of antibacterial peptide production
0002788,regulation of antifungal peptide production
0002789,negative regulation of antifungal peptide production
0002790,peptide secretion
0002791,regulation of peptide secretion
0002792,negative regulation of peptide secretion
0002793,positive regulation of peptide secretion
0002794,regulation of antimicrobial peptide secretion
0002795,negative regulation of antimicrobial peptide secretion
0002796,positive regulation of antimicrobial peptide secretion
0002797,regulation of antibacterial peptide secretion
0002798,negative regulation of antibacterial peptide secretion
0002799,positive regulation of antibacterial peptide secretion
0002800,regulation of antifungal peptide secretion
0002801,negative regulation of antifungal peptide secretion
0002802,positive regulation of antifungal peptide secretion
0002803,positive regulation of antibacterial peptide production
0002804,positive regulation of antifungal peptide production
0002805,regulation of antimicrobial peptide biosynthetic process
0002806,negative regulation of antimicrobial peptide biosynthetic process
0002807,positive regulation of antimicrobial peptide biosynthetic process
0002808,regulation of antibacterial peptide biosynthetic process
0002809,negative regulation of antibacterial peptide biosynthetic process
0002810,regulation of antifungal peptide biosynthetic process
0002811,negative regulation of antifungal peptide biosynthetic process
0002812,biosynthetic process of antibacterial peptides active against Gram-negative bacteria
0002813,regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria
0002814,negative regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria
0002815,biosynthetic process of antibacterial peptides active against Gram-positive bacteria
0002816,regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria
0002817,negative regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria
0002819,regulation of adaptive immune response
0002820,negative regulation of adaptive immune response
0002821,positive regulation of adaptive immune response
0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
0002825,regulation of T-helper 1 type immune response
0002826,negative regulation of T-helper 1 type immune response
0002827,positive regulation of T-helper 1 type immune response
0002828,regulation of type 2 immune response
0002829,negative regulation of type 2 immune response
0002830,positive regulation of type 2 immune response
0002831,regulation of response to biotic stimulus
0002832,negative regulation of response to biotic stimulus
0002833,positive regulation of response to biotic stimulus
0002834,regulation of response to tumor cell
0002835,negative regulation of response to tumor cell
0002836,positive regulation of response to tumor cell
0002837,regulation of immune response to tumor cell
0002838,negative regulation of immune response to tumor cell
0002839,positive regulation of immune response to tumor cell
0002840,regulation of T cell mediated immune response to tumor cell
0002841,negative regulation of T cell mediated immune response to tumor cell
0002842,positive regulation of T cell mediated immune response to tumor cell
0002843,regulation of tolerance induction to tumor cell
0002844,negative regulation of tolerance induction to tumor cell
0002845,positive regulation of tolerance induction to tumor cell
0002846,regulation of T cell tolerance induction to tumor cell
0002847,negative regulation of T cell tolerance induction to tumor cell
0002848,positive regulation of T cell tolerance induction to tumor cell
0002849,regulation of peripheral T cell tolerance induction
0002850,negative regulation of peripheral T cell tolerance induction
0002851,positive regulation of peripheral T cell tolerance induction
0002852,regulation of T cell mediated cytotoxicity directed against tumor cell target
0002853,negative regulation of T cell mediated cytotoxicity directed against tumor cell target
0002854,positive regulation of T cell mediated cytotoxicity directed against tumor cell target
0002855,regulation of natural killer cell mediated immune response to tumor cell
0002856,negative regulation of natural killer cell mediated immune response to tumor cell
0002857,positive regulation of natural killer cell mediated immune response to tumor cell
0002858,regulation of natural killer cell mediated cytotoxicity directed against tumor cell target
0002859,negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target
0002860,positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target
0002861,regulation of inflammatory response to antigenic stimulus
0002862,negative regulation of inflammatory response to antigenic stimulus
0002863,positive regulation of inflammatory response to antigenic stimulus
0002864,regulation of acute inflammatory response to antigenic stimulus
0002865,negative regulation of acute inflammatory response to antigenic stimulus
0002866,positive regulation of acute inflammatory response to antigenic stimulus
0002867,regulation of B cell deletion
0002868,negative regulation of B cell deletion
0002869,positive regulation of B cell deletion
0002870,T cell anergy
0002871,regulation of natural killer cell tolerance induction
0002872,negative regulation of natural killer cell tolerance induction
0002873,positive regulation of natural killer cell tolerance induction
0002874,regulation of chronic inflammatory response to antigenic stimulus
0002875,negative regulation of chronic inflammatory response to antigenic stimulus
0002876,positive regulation of chronic inflammatory response to antigenic stimulus
0002877,regulation of acute inflammatory response to non-antigenic stimulus
0002878,negative regulation of acute inflammatory response to non-antigenic stimulus
0002879,positive regulation of acute inflammatory response to non-antigenic stimulus
0002880,regulation of chronic inflammatory response to non-antigenic stimulus
0002881,negative regulation of chronic inflammatory response to non-antigenic stimulus
0002882,positive regulation of chronic inflammatory response to non-antigenic stimulus
0002883,regulation of hypersensitivity
0002884,negative regulation of hypersensitivity
0002885,positive regulation of hypersensitivity
0002886,regulation of myeloid leukocyte mediated immunity
0002887,negative regulation of myeloid leukocyte mediated immunity
0002888,positive regulation of myeloid leukocyte mediated immunity
0002889,regulation of immunoglobulin mediated immune response
0002890,negative regulation of immunoglobulin mediated immune response
0002891,positive regulation of immunoglobulin mediated immune response
0002892,regulation of type II hypersensitivity
0002893,negative regulation of type II hypersensitivity
0002894,positive regulation of type II hypersensitivity
0002895,regulation of central B cell tolerance induction
0002896,negative regulation of central B cell tolerance induction
0002897,positive regulation of central B cell tolerance induction
0002898,regulation of central B cell deletion
0002899,negative regulation of central B cell deletion
0002900,positive regulation of central B cell deletion
0002901,mature B cell apoptotic process
0002902,regulation of B cell apoptotic process
0002903,negative regulation of B cell apoptotic process
0002904,positive regulation of B cell apoptotic process
0002905,regulation of mature B cell apoptotic process
0002906,negative regulation of mature B cell apoptotic process
0002907,positive regulation of mature B cell apoptotic process
0002908,regulation of peripheral B cell deletion
0002909,negative regulation of peripheral B cell deletion
0002910,positive regulation of peripheral B cell deletion
0002911,regulation of lymphocyte anergy
0002912,negative regulation of lymphocyte anergy
0002913,positive regulation of lymphocyte anergy
0002914,regulation of central B cell anergy
0002915,negative regulation of central B cell anergy
0002916,positive regulation of central B cell anergy
0002917,regulation of peripheral B cell anergy
0002918,negative regulation of peripheral B cell anergy
0002919,positive regulation of peripheral B cell anergy
0002920,regulation of humoral immune response
0002921,negative regulation of humoral immune response
0002922,positive regulation of humoral immune response
0002923,regulation of humoral immune response mediated by circulating immunoglobulin
0002924,negative regulation of humoral immune response mediated by circulating immunoglobulin
0002925,positive regulation of humoral immune response mediated by circulating immunoglobulin
0002926,tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation
0002927,archaeosine-tRNA biosynthetic process
0002929,MECO complex
0002930,trabecular meshwork development
0002931,response to ischemia
0002932,tendon sheath development
0002933,lipid hydroxylation
0002934,desmosome organization
0002935,tRNA (adenine-C2-)-methyltransferase activity
0002936,bradykinin biosynthetic process
0002937,tRNA 4-thiouridine biosynthesis
0002938,tRNA guanine ribose methylation
0002939,tRNA N1-guanine methylation
0002940,tRNA N2-guanine methylation
0002941,synoviocyte proliferation
0002942,"tRNA m2,2-guanine biosynthesis"
0002943,tRNA dihydrouridine synthesis
0002944,cyclin K-CDK12 complex
0002945,cyclin K-CDK13 complex
0002946,tRNA C5-cytosine methylation
0002947,tumor necrosis factor receptor superfamily complex
0002948,archaeosine synthase activity
0002949,tRNA threonylcarbamoyladenosine modification
0002950,ceramide phosphoethanolamine synthase activity
0002951,leukotriene-C(4) hydrolase
0002952,"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase activity"
0002953,5'-deoxynucleotidase activity
0003001,obsolete generation of a signal involved in cell-cell signaling
0003002,regionalization
0003003,follicular fluid formation in ovarian follicle antrum involved in fused antrum stage
0003004,follicular fluid formation in ovarian follicle antrum involved in distinct antral spaces stage
0003005,follicular fluid formation in ovarian follicle antrum involved in scattered antral spaces stage
0003006,developmental process involved in reproduction
0003007,heart morphogenesis
0003008,system process
0003009,skeletal muscle contraction
0003010,voluntary skeletal muscle contraction
0003011,involuntary skeletal muscle contraction
0003012,muscle system process
0003013,circulatory system process
0003014,renal system process
0003015,heart process
0003016,respiratory system process
0003017,lymph circulation
0003018,vascular process in circulatory system
0003019,central nervous system control of baroreceptor feedback
0003020,detection of reduced oxygen by chemoreceptor signaling
0003021,detection of increased carbon dioxide by chemoreceptor signaling
0003022,detection of pH by chemoreceptor signaling
0003023,baroreceptor detection of increased arterial stretch
0003024,baroreceptor detection of decreased arterial stretch
0003025,regulation of systemic arterial blood pressure by baroreceptor feedback
0003026,regulation of systemic arterial blood pressure by aortic arch baroreceptor feedback
0003027,regulation of systemic arterial blood pressure by carotid body chemoreceptor signaling
0003028,regulation of systemic arterial blood pressure by aortic body chemoreceptor signaling
0003029,detection of hypoxic conditions in blood by carotid body chemoreceptor signaling
0003030,detection of hydrogen ion
0003031,detection of carbon dioxide
0003032,detection of oxygen
0003033,detection of hypoxic conditions in blood by aortic body chemoreceptor signaling
0003034,detection of increased carbon dioxide by aortic body chemoreceptor signaling
0003035,detection of increased carbon dioxide by carotid body chemoreceptor signaling
0003036,detection of pH by aortic body chemoreceptor signaling
0003037,detection of pH by carotid body chemoreceptor signaling
0003038,detection of reduced oxygen by aortic body chemoreceptor signaling
0003039,detection of reduced oxygen by carotid body chemoreceptor signaling
0003040,excitation of vasomotor center by aortic body chemoreceptor signaling
0003041,excitation of vasomotor center by carotid body chemoreceptor signaling
0003042,vasoconstriction of artery involved in carotid body chemoreceptor response to lowering of systemic arterial blood pressure
0003043,vasoconstriction of artery involved in aortic body chemoreceptor response to lowering of systemic arterial blood pressure
0003044,regulation of systemic arterial blood pressure mediated by a chemical signal
0003045,regulation of systemic arterial blood pressure by physical factors
0003046,regulation of systemic arterial blood pressure by stress relaxation
0003047,regulation of systemic arterial blood pressure by epinephrine
0003048,regulation of systemic arterial blood pressure by norepinephrine
0003049,regulation of systemic arterial blood pressure by capillary fluid shift
0003050,regulation of systemic arterial blood pressure by atrial natriuretic peptide
0003051,angiotensin-mediated drinking behavior
0003052,circadian regulation of systemic arterial blood pressure
0003053,circadian regulation of heart rate
0003054,circadian regulation of systemic arterial blood pressure by the suprachiasmatic nucleus
0003055,circadian regulation of heart rate by the suprachiasmatic nucleus
0003056,regulation of vascular associated smooth muscle contraction
0003057,regulation of the force of heart contraction by chemical signal
0003058,hormonal regulation of the force of heart contraction
0003059,positive regulation of the force of heart contraction by epinephrine
0003060,negative regulation of the force of heart contraction by acetylcholine
0003061,positive regulation of the force of heart contraction by norepinephrine
0003062,regulation of heart rate by chemical signal
0003063,negative regulation of heart rate by acetylcholine
0003064,regulation of heart rate by hormone
0003065,positive regulation of heart rate by epinephrine
0003066,positive regulation of heart rate by norepinephrine
0003067,circadian regulation of systemic arterial blood pressure by hormone
0003068,regulation of systemic arterial blood pressure by acetylcholine
0003069,acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure
0003070,regulation of systemic arterial blood pressure by neurotransmitter
0003071,renal system process involved in regulation of systemic arterial blood pressure
0003072,renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure
0003073,regulation of systemic arterial blood pressure
0003074,obsolete regulation of diuresis
0003075,renal vasodilation of the peripheral vascular system involved in regulation of systemic arterial blood pressure
0003077,obsolete negative regulation of diuresis
0003078,obsolete regulation of natriuresis
0003079,obsolete positive regulation of natriuresis
0003080,obsolete negative regulation of natriuresis
0003081,regulation of systemic arterial blood pressure by renin-angiotensin
0003082,obsolete positive regulation of renal output by angiotensin
0003083,negative regulation of renal output by angiotensin
0003084,positive regulation of systemic arterial blood pressure
0003085,negative regulation of systemic arterial blood pressure
0003086,regulation of systemic arterial blood pressure by local renal renin-angiotensin
0003087,positive regulation of the force of heart contraction by neuronal epinephrine
0003088,positive regulation of the force of heart contraction by circulating epinephrine
0003089,positive regulation of the force of heart contraction by circulating epinephrine-norepinephrine
0003090,positive regulation of the force of heart contraction by neuronal epinephrine-norepinephrine
0003091,renal water homeostasis
0003092,renal water retention
0003093,regulation of glomerular filtration
0003094,glomerular filtration
0003095,pressure natriuresis
0003096,renal sodium ion transport
0003097,renal water transport
0003098,tubuloglomerular feedback
0003099,positive regulation of the force of heart contraction by chemical signal
0003100,regulation of systemic arterial blood pressure by endothelin
0003101,regulation of systemic arterial blood pressure by circulatory epinephrine-norepinephrine
0003102,obsolete positive regulation of diuresis by angiotensin
0003103,obsolete positive regulation of diuresis
0003104,positive regulation of glomerular filtration
0003105,negative regulation of glomerular filtration
0003106,negative regulation of glomerular filtration by angiotensin
0003107,obsolete positive regulation of natriuresis by angiotensin
0003108,negative regulation of the force of heart contraction by chemical signal
0003109,positive regulation of the force of heart contraction by circulating norepinephrine
0003110,positive regulation of the force of heart contraction by neuronal norepinephrine
0003111,positive regulation of heart rate by circulating epinephrine
0003112,positive regulation of heart rate by neuronal epinephrine
0003113,positive regulation of heart rate by neuronal norepinephrine
0003114,positive regulation of heart rate by circulating norepinephrine
0003115,regulation of vasoconstriction by epinephrine
0003116,regulation of vasoconstriction by norepinephrine
0003117,regulation of vasoconstriction by circulating norepinephrine
0003118,regulation of vasoconstriction by neuronal norepinephrine
0003119,regulation of vasoconstriction by neuronal epinephrine
0003120,regulation of vasoconstriction by circulating epinephrine
0003121,epinephrine-mediated vasodilation
0003122,norepinephrine-mediated vasodilation
0003127,detection of nodal flow
0003128,heart field specification
0003129,heart induction
0003130,BMP signaling pathway involved in heart induction
0003131,mesodermal-endodermal cell signaling
0003132,mesodermal-endodermal cell signaling involved in heart induction
0003133,endodermal-mesodermal cell signaling
0003134,endodermal-mesodermal cell signaling involved in heart induction
0003135,fibroblast growth factor receptor signaling pathway involved in heart induction
0003136,negative regulation of heart induction by canonical Wnt signaling pathway
0003137,Notch signaling pathway involved in heart induction
0003138,primary heart field specification
0003139,secondary heart field specification
0003140,determination of left/right asymmetry in lateral mesoderm
0003141,obsolete transforming growth factor beta receptor signaling pathway involved in determination of lateral mesoderm left/right asymmetry
0003142,cardiogenic plate morphogenesis
0003143,embryonic heart tube morphogenesis
0003144,embryonic heart tube formation
0003145,embryonic heart tube formation via epithelial folding
0003146,heart jogging
0003147,neural crest cell migration involved in heart formation
0003148,outflow tract septum morphogenesis
0003149,membranous septum morphogenesis
0003150,muscular septum morphogenesis
0003151,outflow tract morphogenesis
0003152,morphogenesis of an epithelial fold involved in embryonic heart tube formation
0003153,closure of embryonic heart tube
0003154,BMP signaling pathway involved in determination of left/right symmetry
0003155,BMP signaling pathway involved in determination of lateral mesoderm left/right asymmetry
0003156,regulation of animal organ formation
0003157,endocardium development
0003158,endothelium development
0003159,morphogenesis of an endothelium
0003160,endocardium morphogenesis
0003161,cardiac conduction system development
0003162,atrioventricular node development
0003163,sinoatrial node development
0003164,His-Purkinje system development
0003165,Purkinje myocyte development
0003166,bundle of His development
0003167,atrioventricular bundle cell differentiation
0003168,Purkinje myocyte differentiation
0003169,coronary vein morphogenesis
0003170,heart valve development
0003171,atrioventricular valve development
0003172,sinoatrial valve development
0003173,ventriculo bulbo valve development
0003174,mitral valve development
0003175,tricuspid valve development
0003176,aortic valve development
0003177,pulmonary valve development
0003178,coronary sinus valve development
0003179,heart valve morphogenesis
0003180,aortic valve morphogenesis
0003181,atrioventricular valve morphogenesis
0003182,coronary sinus valve morphogenesis
0003183,mitral valve morphogenesis
0003184,pulmonary valve morphogenesis
0003185,sinoatrial valve morphogenesis
0003186,tricuspid valve morphogenesis
0003187,ventriculo bulbo valve morphogenesis
0003188,heart valve formation
0003189,aortic valve formation
0003190,atrioventricular valve formation
0003191,coronary sinus valve formation
0003192,mitral valve formation
0003193,pulmonary valve formation
0003194,sinoatrial valve formation
0003195,tricuspid valve formation
0003196,ventriculo bulbo valve formation
0003197,endocardial cushion development
0003198,epithelial to mesenchymal transition involved in endocardial cushion formation
0003199,endocardial cushion to mesenchymal transition involved in heart valve formation
0003200,endocardial cushion to mesenchymal transition involved in heart chamber septation
0003201,epithelial to mesenchymal transition involved in coronary vasculature morphogenesis
0003202,endocardial cushion to mesenchymal transition involved in cardiac skeleton development
0003203,endocardial cushion morphogenesis
0003204,cardiac skeleton development
0003205,cardiac chamber development
0003206,cardiac chamber morphogenesis
0003207,cardiac chamber formation
0003208,cardiac ventricle morphogenesis
0003209,cardiac atrium morphogenesis
0003210,cardiac atrium formation
0003211,cardiac ventricle formation
0003212,cardiac left atrium morphogenesis
0003213,cardiac right atrium morphogenesis
0003214,cardiac left ventricle morphogenesis
0003215,cardiac right ventricle morphogenesis
0003216,cardiac left atrium formation
0003217,cardiac right atrium formation
0003218,cardiac left ventricle formation
0003219,cardiac right ventricle formation
0003220,left ventricular cardiac muscle tissue morphogenesis
0003221,right ventricular cardiac muscle tissue morphogenesis
0003222,ventricular trabecula myocardium morphogenesis
0003223,ventricular compact myocardium morphogenesis
0003224,left ventricular compact myocardium morphogenesis
0003225,left ventricular trabecular myocardium morphogenesis
0003226,right ventricular compact myocardium morphogenesis
0003227,right ventricular trabecular myocardium morphogenesis
0003228,atrial cardiac muscle tissue development
0003229,ventricular cardiac muscle tissue development
0003230,cardiac atrium development
0003231,cardiac ventricle development
0003232,bulbus arteriosus development
0003233,bulbus arteriosus morphogenesis
0003234,bulbus arteriosus formation
0003235,sinus venosus development
0003236,sinus venosus morphogenesis
0003237,sinus venosus formation
0003238,conus arteriosus development
0003239,conus arteriosus morphogenesis
0003240,conus arteriosus formation
0003241,growth involved in heart morphogenesis
0003242,cardiac chamber ballooning
0003243,circumferential growth involved in left ventricle morphogenesis
0003244,radial growth involved in right ventricle morphogenesis
0003245,cardiac muscle tissue growth involved in heart morphogenesis
0003246,embryonic cardiac muscle cell growth involved in heart morphogenesis
0003247,post-embryonic cardiac muscle cell growth involved in heart morphogenesis
0003248,heart capillary growth
0003249,cell proliferation involved in heart valve morphogenesis
0003250,regulation of cell proliferation involved in heart valve morphogenesis
0003251,positive regulation of cell proliferation involved in heart valve morphogenesis
0003252,negative regulation of cell proliferation involved in heart valve morphogenesis
0003253,cardiac neural crest cell migration involved in outflow tract morphogenesis
0003254,regulation of membrane depolarization
0003255,endocardial precursor cell differentiation
0003256,regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation
0003257,positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation
0003258,regulation of transcription from RNA polymerase II promoter involved in endocardial precursor cell differentiation
0003259,cardioblast anterior-lateral migration
0003260,cardioblast migration
0003261,cardiac muscle progenitor cell migration to the midline involved in heart field formation
0003262,endocardial progenitor cell migration to the midline involved in heart field formation
0003263,cardioblast proliferation
0003264,regulation of cardioblast proliferation
0003265,regulation of primary heart field cardioblast proliferation
0003266,regulation of secondary heart field cardioblast proliferation
0003267,canonical Wnt signaling pathway involved in positive regulation of secondary heart field cardioblast proliferation
0003268,fibroblast growth factor receptor signaling pathway involved in regulation of secondary heart field cardioblast proliferation
0003269,BMP signaling pathway involved in regulation of secondary heart field cardioblast proliferation
0003270,Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation
0003271,smoothened signaling pathway involved in regulation of secondary heart field cardioblast proliferation
0003272,endocardial cushion formation
0003273,cell migration involved in endocardial cushion formation
0003274,endocardial cushion fusion
0003275,apoptotic process involved in outflow tract morphogenesis
0003276,apoptotic process involved in heart valve morphogenesis
0003277,apoptotic process involved in endocardial cushion morphogenesis
0003278,apoptotic process involved in heart morphogenesis
0003279,cardiac septum development
0003281,ventricular septum development
0003282,ventricular septum intermedium development
0003283,atrial septum development
0003284,septum primum development
0003285,septum secundum development
0003286,atrial septum intermedium development
0003288,ventricular septum intermedium morphogenesis
0003289,atrial septum primum morphogenesis
0003290,atrial septum secundum morphogenesis
0003291,atrial septum intermedium morphogenesis
0003292,cardiac septum cell differentiation
0003293,heart valve cell differentiation
0003294,atrial ventricular junction remodeling
0003295,cell proliferation involved in atrial ventricular junction remodeling
0003296,apoptotic process involved in atrial ventricular junction remodeling
0003297,heart wedging
0003298,physiological muscle hypertrophy
0003299,muscle hypertrophy in response to stress
0003300,cardiac muscle hypertrophy
0003301,physiological cardiac muscle hypertrophy
0003302,transforming growth factor beta receptor signaling pathway involved in heart jogging
0003303,BMP signaling pathway involved in heart jogging
0003304,myocardial epithelial involution involved in heart jogging
0003305,cell migration involved in heart jogging
0003306,Wnt signaling pathway involved in heart development
0003307,regulation of Wnt signaling pathway involved in heart development
0003308,negative regulation of Wnt signaling pathway involved in heart development
0003309,type B pancreatic cell differentiation
0003310,pancreatic A cell differentiation
0003311,pancreatic D cell differentiation
0003312,pancreatic PP cell differentiation
0003313,heart rudiment development
0003314,heart rudiment morphogenesis
0003315,heart rudiment formation
0003316,establishment of myocardial progenitor cell apical/basal polarity
0003317,cardioblast cell midline fusion
0003318,cell migration to the midline involved in heart development
0003319,cardioblast migration to the midline involved in heart rudiment formation
0003320,heart rudiment involution
0003321,positive regulation of blood pressure by epinephrine-norepinephrine
0003322,pancreatic A cell development
0003323,type B pancreatic cell development
0003324,pancreatic D cell development
0003325,pancreatic PP cell development
0003326,pancreatic A cell fate commitment
0003327,type B pancreatic cell fate commitment
0003328,pancreatic D cell fate commitment
0003329,pancreatic PP cell fate commitment
0003330,regulation of extracellular matrix constituent secretion
0003331,positive regulation of extracellular matrix constituent secretion
0003332,negative regulation of extracellular matrix constituent secretion
0003333,amino acid transmembrane transport
0003334,keratinocyte development
0003335,corneocyte development
0003336,corneocyte desquamation
0003337,mesenchymal to epithelial transition involved in metanephros morphogenesis
0003338,metanephros morphogenesis
0003339,regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis
0003340,negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis
0003341,cilium movement
0003342,proepicardium development
0003343,septum transversum development
0003344,pericardium morphogenesis
0003345,proepicardium cell migration involved in pericardium morphogenesis
0003346,epicardium-derived cell migration to the myocardium
0003347,epicardial cell to mesenchymal cell transition
0003348,cardiac endothelial cell differentiation
0003349,epicardium-derived cardiac endothelial cell differentiation
0003350,pulmonary myocardium development
0003351,epithelial cilium movement involved in extracellular fluid movement
0003352,regulation of cilium movement
0003353,positive regulation of cilium movement
0003354,negative regulation of cilium movement
0003355,cilium movement involved in otolith formation
0003356,regulation of cilium beat frequency
0003357,noradrenergic neuron differentiation
0003358,noradrenergic neuron development
0003359,noradrenergic neuron fate commitment
0003360,brainstem development
0003361,noradrenergic neuron differentiation involved in brainstem development
0003362,noradrenergic neuron fate commitment involved in brainstem development
0003363,lamellipodium assembly involved in ameboidal cell migration
0003364,lamellipodium assembly involved in mesendodermal cell migration
0003365,establishment of cell polarity involved in ameboidal cell migration
0003366,cell-matrix adhesion involved in ameboidal cell migration
0003367,cell-cell adhesion involved in ameboidal cell migration
0003368,cell-matrix adhesion involved in mesendodermal cell migration
0003369,establishment of cell polarity involved in mesendodermal cell migration
0003370,cell-cell adhesion involved in mesendodermal cell migration
0003371,establishment or maintenance of cytoskeleton polarity involved in ameboidal cell migration
0003372,establishment or maintenance of cytoskeleton polarity involved in mesendodermal cell migration
0003373,dynamin family protein polymerization involved in membrane fission
0003374,dynamin family protein polymerization involved in mitochondrial fission
0003375,regulation of dynamin family protein polymerization involved in membrane fission
0003376,sphingosine-1-phosphate receptor signaling pathway
0003377,obsolete regulation of apoptosis by sphingosine-1-phosphate signaling pathway
0003378,obsolete regulation of inflammatory response by sphingosine-1-phosphate signaling pathway
0003379,establishment of cell polarity involved in gastrulation cell migration
0003380,establishment or maintenance of cytoskeleton polarity involved in gastrulation
0003381,epithelial cell morphogenesis involved in gastrulation
0003382,epithelial cell morphogenesis
0003383,apical constriction
0003384,apical constriction involved in gastrulation
0003385,cell-cell signaling involved in amphid sensory organ development
0003386,amphid sensory organ development
0003387,neuron differentiation involved in amphid sensory organ development
0003388,neuron development involved in amphid sensory organ development
0003389,retrograde extension
0003390,dendrite development by retrograde extension
0003391,amphid sensory organ dendrite retrograde extension
0003392,cell adhesion involved in retrograde extension
0003393,neuron migration involved in retrograde extension
0003394,cell adhesion involved in dendrite retrograde extension
0003395,neuron migration involved in dendrite retrograde extension
0003396,cell adhesion involved in amphid sensory organ dendrite retrograde extension
0003397,neuron migration involved in amphid sensory organ dendrite retrograde extension
0003398,glial cell differentiation involved in amphid sensory organ development
0003399,cytoneme morphogenesis
0003400,regulation of COPII vesicle coating
